Accession_ID	Collection_date	Submission_date	Location	Clade	Pangolin	City
EPI_ISL_8525849	2020-08-18	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525850	2020-08-17	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525852	2020-08-19	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525853	2020-08-20	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525854	2020-08-20	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525855	2020-08-19	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525856	2020-09-19	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525860	2020-09-07	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8525861	2020-09-07	2022-01-10	Africa / Senegal / Kedougou	20A	B.1.416	 Kedougou
EPI_ISL_8528325	2021-05-20	2022-01-10	Africa / Senegal / Kedougou	21D (Eta)	B.1.525	 Kedougou
EPI_ISL_485718	2020-06-13	2020-07-09	Africa / Senegal / Keur Massar	20A	B.1	 Keur Massar
EPI_ISL_480789	2020-04-01	2020-07-02	Africa / Senegal / Kolda / Velingara	19B	A	 Kolda 
EPI_ISL_8525495	2020-04-01	2022-01-10	Africa / Senegal / Louga	21J (Delta)	AY.34.1	 Louga
EPI_ISL_8525521	2020-04-21	2022-01-10	Africa / Senegal / Louga	20E (EU1)	B.1.177	 Louga
EPI_ISL_8525580	2020-05-10	2022-01-10	Africa / Senegal / Louga	20A	B.1.619	 Louga
EPI_ISL_8525643	2020-05-12	2022-01-10	Africa / Senegal / Louga	20A	B.1.620	 Louga
EPI_ISL_8525645	2020-05-12	2022-01-10	Africa / Senegal / Louga	20A	B.1.620	 Louga
EPI_ISL_8525711	2020-05-16	2022-01-10	Africa / Senegal / Louga	20A	B.1.620	 Louga
EPI_ISL_8525864	2020-09-19	2022-01-10	Africa / Senegal / Louga	20E (EU1)	B.1.177	 Louga
EPI_ISL_8525866	2020-09-21	2022-01-10	Africa / Senegal / Louga	20A	B.1.416	 Louga
EPI_ISL_8525867	2020-09-21	2022-01-10	Africa / Senegal / Louga	20G	B.1.2	 Louga
EPI_ISL_8525874	2020-09-24	2022-01-10	Africa / Senegal / Louga	20B	B.1.1	 Louga
EPI_ISL_8525876	2020-09-25	2022-01-10	Africa / Senegal / Louga	20C	B.1.428	 Louga
EPI_ISL_8526113	2021-07-01	2022-01-10	Africa / Senegal / Louga	21J (Delta)	AY.34.1	 Louga
EPI_ISL_8526251	2021-07-01	2022-01-10	Africa / Senegal / Louga	21J (Delta)	AY.34.1	 Louga
EPI_ISL_8526252	2021-07-01	2022-01-10	Africa / Senegal / Louga	20A	B.1	 Louga
EPI_ISL_8526257	2021-07-01	2022-01-10	Africa / Senegal / Louga	21J (Delta)	AY.34.1	 Louga
EPI_ISL_8526787	2021-08-17	2022-01-10	Africa / Senegal / Louga	21J (Delta)	AY.34	 Louga
EPI_ISL_8526789	2021-08-17	2022-01-10	Africa / Senegal / Louga	21J (Delta)	AY.34.1	 Louga
EPI_ISL_8526840	2021-08-22	2022-01-10	Africa / Senegal / Louga	21J (Delta)	AY.34	 Louga
EPI_ISL_8526886	2021-09-01	2022-01-10	Africa / Senegal / Louga	21J (Delta)	AY.34.1	 Louga
EPI_ISL_8525824	2020-07-23	2022-01-10	Africa / Senegal / Matam	20B	B.1.1	 Matam
EPI_ISL_8525825	2020-07-23	2022-01-10	Africa / Senegal / Matam	20B	B.1.1	 Matam
EPI_ISL_8525826	2020-07-23	2022-01-10	Africa / Senegal / Matam	20B	B.1.1	 Matam
EPI_ISL_8525827	2020-07-23	2022-01-10	Africa / Senegal / Matam	20B	B.1.1	 Matam
EPI_ISL_8525828	2020-07-23	2022-01-10	Africa / Senegal / Matam	20B	B.1.1	 Matam
EPI_ISL_8525829	2020-07-23	2022-01-10	Africa / Senegal / Matam	20B	B.1.1	 Matam
EPI_ISL_8525831	2020-07-27	2022-01-10	Africa / Senegal / Matam	20B	B.1.1	 Matam
EPI_ISL_8525832	2020-08-07	2022-01-10	Africa / Senegal / Matam	20A	B.1.416	 Matam
EPI_ISL_8525833	2020-08-10	2022-01-10	Africa / Senegal / Matam	20A	B.1.416	 Matam
EPI_ISL_8525834	2020-08-13	2022-01-10	Africa / Senegal / Matam	20A	B.1.416	 Matam
EPI_ISL_8525835	2020-08-13	2022-01-10	Africa / Senegal / Matam	20A	B.1.416	 Matam
EPI_ISL_8525836	2020-08-13	2022-01-10	Africa / Senegal / Matam	20A	B.1.416	 Matam
EPI_ISL_8525843	2020-08-17	2022-01-10	Africa / Senegal / Matam	20A	B.1.416	 Matam
EPI_ISL_8525848	2020-08-18	2022-01-10	Africa / Senegal / Matam	20A	B.1.416	 Matam
EPI_ISL_8525851	2020-08-18	2022-01-10	Africa / Senegal / Matam	20A	B.1.416	 Matam
EPI_ISL_480555	2020-03-25	2020-07-02	Africa / Senegal / Pikine	20A	B.1	 Pikine
EPI_ISL_420074	2020-03-20	2020-04-04	Africa / Senegal / Saint-Louis	20A	B.1	 Saint-Louis
EPI_ISL_480556	2020-03-28	2020-07-02	Africa / Senegal / Saint-Louis	19A	B.6	 Saint-Louis
EPI_ISL_480783	2020-03-31	2020-07-02	Africa / Senegal / Saint-Louis	20A	B.1	 Saint-Louis
EPI_ISL_8525491	2020-04-02	2022-01-10	Africa / Senegal / Saint-Louis	19B	A	 Saint-Louis
EPI_ISL_8525492	2020-04-02	2022-01-10	Africa / Senegal / Saint-Louis	20A	B.1	 Saint-Louis
EPI_ISL_8525815	2020-06-27	2022-01-10	Africa / Senegal / Saint-Louis	20A	B.1.416	 Saint-Louis
EPI_ISL_8525870	2020-09-22	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8525871	2020-09-22	2022-01-10	Africa / Senegal / Saint-Louis	20A	B.1.416	 Saint-Louis
EPI_ISL_8526341	2021-05-19	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.318	 Saint-Louis
EPI_ISL_8527778	2021-10-12	2022-01-10	Africa / Senegal / Saint-Louis	20A	B.1	 Saint-Louis
EPI_ISL_8527780	2021-01-25	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527783	2021-01-15	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527796	2021-01-18	2022-01-10	Africa / Senegal / Saint-Louis	20A	B.1.416	 Saint-Louis
EPI_ISL_8527800	2021-01-12	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527847	2021-01-15	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527854	2021-02-10	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8527857	2021-02-10	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527858	2021-02-10	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8527863	2021-02-22	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527864	2021-01-23	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8527865	2021-02-23	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527868	2021-03-01	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527869	2021-03-01	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527875	2021-01-31	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8527877	2021-02-12	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8527881	2021-01-25	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527883	2021-01-29	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8527888	2021-01-30	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527895	2021-02-01	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8527902	2021-02-01	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527905	2021-01-31	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527908	2021-02-10	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1	 Saint-Louis
EPI_ISL_8527912	2021-01-29	2022-01-10	Africa / Senegal / Saint-Louis	20B	B.1.1.420	 Saint-Louis
EPI_ISL_8527915	2021-01-31	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8527984	2021-03-03	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8527985	2021-03-03	2022-01-10	Africa / Senegal / Saint-Louis	20A	B.1.416	 Saint-Louis
EPI_ISL_8527986	2021-03-04	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8527988	2021-03-08	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8527989	2021-03-08	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8527994	2021-03-11	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8527995	2021-03-10	2022-01-10	Africa / Senegal / Saint-Louis	19B	A.27	 Saint-Louis
EPI_ISL_8528004	2021-03-13	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8528010	2021-03-19	2022-01-10	Africa / Senegal / Saint-Louis	20I (Alpha, V1)	B.1.1.7	 Saint-Louis
EPI_ISL_8525721	2020-05-19	2022-01-10	Africa / Senegal / Sedhiou	20A	B.1.416	 Sedhiou
EPI_ISL_1827889	2020-07-20	2021-05-03	Africa / Senegal / Thies	20A	B.1.416	 Thies
EPI_ISL_420078	2020-03-20	2020-04-04	Africa / Senegal / Thies	19B	A	 Thies
EPI_ISL_5054116	2020-06-23	2021-10-12	Africa / Senegal / Thies	20B	B.1.1	 Thies
EPI_ISL_5054148	2020-06-26	2021-10-12	Africa / Senegal / Thies	20B	B.1.1.33	 Thies
EPI_ISL_5054153	2020-06-18	2021-10-12	Africa / Senegal / Thies	20B	B.1.1	 Thies
EPI_ISL_5054155	2020-06-26	2021-10-12	Africa / Senegal / Thies	20B	B.1.1	 Thies
EPI_ISL_5054172	2020-06-25	2021-10-12	Africa / Senegal / Thies	20A	B.1.416	 Thies
EPI_ISL_5054176	2020-06-26	2021-10-12	Africa / Senegal / Thies	20A	B.1.416	 Thies
EPI_ISL_8525444	2020-03-19	2022-01-10	Africa / Senegal / Thies	20A	B.1	 Thies
EPI_ISL_8525446	2020-03-20	2022-01-10	Africa / Senegal / Thies	20A	B.1	 Thies
EPI_ISL_8525447	2020-03-20	2022-01-10	Africa / Senegal / Thies	20C	B.1	 Thies
EPI_ISL_8525452	2020-03-21	2022-01-10	Africa / Senegal / Thies	20C	B.1	 Thies
EPI_ISL_8525466	2020-03-26	2022-01-10	Africa / Senegal / Thies	20A	B.1	 Thies
EPI_ISL_8525469	2020-03-26	2022-01-10	Africa / Senegal / Thies	20A	B.1	 Thies
EPI_ISL_1827855	2020-12-24	2021-05-03	Africa / Senegal / Thies / DS Thies	20B	B.1.1.28	 Thies 
EPI_ISL_1827859	2021-01-14	2021-05-03	Africa / Senegal / Thies / DS Mbour	20B	B.1.1.420	 Thies 
EPI_ISL_1827860	2021-01-15	2021-05-03	Africa / Senegal / Thies / DS Thiadiaye	20B	B.1.1.420	 Thies 
EPI_ISL_1827861	2020-07-29	2021-05-03	Africa / Senegal / Thies / DS Khombole	20A	B.1.416	 Thies 
EPI_ISL_1827863	2021-01-02	2021-05-03	Africa / Senegal / Thies / DS Mbour	20B	B.1.1.420	 Thies 
EPI_ISL_1827864	2020-07-24	2021-05-03	Africa / Senegal / Thies / DS Thies	20A	B.1.416	 Thies 
EPI_ISL_1827865	2020-06-18	2021-05-03	Africa / Senegal / Thies / DS Tivaouane	20A	B.1.416	 Thies 
EPI_ISL_1827866	2020-07-09	2021-05-03	Africa / Senegal / Thies / DS Mbour	20A	B.1.416	 Thies 
EPI_ISL_1827867	2020-07-12	2021-05-03	Africa / Senegal / Thies / Guereo	20A	B.1.416	 Thies 
EPI_ISL_1827868	2020-07-16	2021-05-03	Africa / Senegal / Thies / DS Thies	20A	B.1.416	 Thies 
EPI_ISL_1827869	2020-08-03	2021-05-03	Africa / Senegal / Thies / DS Popenguine	20A	B.1.416	 Thies 
EPI_ISL_1827870	2020-08-04	2021-05-03	Africa / Senegal / Thies / DS Thies	20A	B.1.416	 Thies 
EPI_ISL_1827874	2020-08-07	2021-05-03	Africa / Senegal / Thies / DS Mbour	20A	B.1.416	 Thies 
EPI_ISL_1827875	2020-08-06	2021-05-03	Africa / Senegal / Thies / DS Thies	20A	B.1.416	 Thies 
EPI_ISL_1827876	2020-07-25	2021-05-03	Africa / Senegal / Thies / DS Mbour	20A	B.1.416	 Thies 
EPI_ISL_1827877	2020-07-20	2021-05-03	Africa / Senegal / Thies / DS Mbour	20A	B.1.416	 Thies 
EPI_ISL_1827878	2020-07-10	2021-05-03	Africa / Senegal / Thies / DS Popenguine	20A	B.1.416	 Thies 
EPI_ISL_1827879	2020-08-04	2021-05-03	Africa / Senegal / Thies / DS Thies	20A	B.1.416	 Thies 
EPI_ISL_1827880	2021-01-15	2021-05-03	Africa / Senegal / Thies / DS Tivaouane	20B	B.1.1.420	 Thies 
EPI_ISL_1827881	2020-07-22	2021-05-03	Africa / Senegal / Thies / DS Mbour	20A	B.1.416	 Thies 
EPI_ISL_1827882	2020-08-07	2021-05-03	Africa / Senegal / Thies / DS Tivaoune	20A	B.1.416	 Thies 
EPI_ISL_1827883	2020-07-10	2021-05-03	Africa / Senegal / Thies / DS Popenguine	20A	B.1.416	 Thies 
EPI_ISL_1827884	2020-08-24	2021-05-03	Africa / Senegal / Thies / DS Thies	20A	B.1.416	 Thies 
EPI_ISL_1827888	2021-01-14	2021-05-03	Africa / Senegal / Thies / DS Thies	20B	B.1.1.420	 Thies 
EPI_ISL_1827890	2020-08-05	2021-05-03	Africa / Senegal / Thies / DS Thies	20A	B.1.416	 Thies 
EPI_ISL_1827891	2020-12-27	2021-05-03	Africa / Senegal / Thies / DS Mbour	20A	B.1	 Thies 
EPI_ISL_1827894	2020-07-22	2021-05-03	Africa / Senegal / Thies / DS Thies	20A	B.1.416	 Thies 
EPI_ISL_1827897	2021-01-04	2021-05-03	Africa / Senegal / Thies / DS Tivaouane	20B	B.1.1.420	 Thies 
EPI_ISL_1827898	2020-07-22	2021-05-03	Africa / Senegal / Thies / DS Thies	20A	B.1.416	 Thies 
EPI_ISL_1827899	2020-07-16	2021-05-03	Africa / Senegal / Thies / Cte Guereo	20A	B.1.416	 Thies 
EPI_ISL_1827900	2020-08-09	2021-05-03	Africa / Senegal / Thies / DS Mbour	20A	B.1	 Thies 
EPI_ISL_1827901	2020-08-07	2021-05-03	Africa / Senegal / Thies / DS Tivaoune	20B	B.1.1	 Thies 
EPI_ISL_1827902	2020-08-05	2021-05-03	Africa / Senegal / Thies / DS Mbour	20A	B.1.416	 Thies 
EPI_ISL_1827903	2020-08-05	2021-05-03	Africa / Senegal / Thies / DS Tivaoune	20A	B.1.416	 Thies 
EPI_ISL_1827904	2021-01-08	2021-05-03	Africa / Senegal / Thies / DS Thies	20B	B.1.1.420	 Thies 
EPI_ISL_1827906	2020-07-20	2021-05-03	Africa / Senegal / Thies / DS Popenguine	20A	B.1.416	 Thies 
EPI_ISL_1827907	2020-07-20	2021-05-03	Africa / Senegal / Thies / DS Mbour	20A	B.1.416	 Thies 
EPI_ISL_1827910	2020-08-07	2021-05-03	Africa / Senegal / Thies / DS Mbour	20A	B.1	 Thies 
EPI_ISL_1827911	2020-06-06	2021-05-03	Africa / Senegal / Thies / Cte Guereo	20A	B.1	 Thies 
EPI_ISL_1827912	2020-08-16	2021-05-03	Africa / Senegal / Thies / DS Mbour	20A	B.1.416	 Thies 
EPI_ISL_1827914	2020-07-06	2021-05-03	Africa / Senegal / Thies / Cte Guereo	20B	B.1.1	 Thies 
EPI_ISL_1827915	2020-08-08	2021-05-03	Africa / Senegal / Thies / DS Joal	20A	B.1.416	 Thies 
EPI_ISL_1827916	2020-07-24	2021-05-03	Africa / Senegal / Thies / DS Mbour	20A	B.1.416	 Thies 
EPI_ISL_1827917	2021-01-14	2021-05-03	Africa / Senegal / Thies / DS Khombole	20B	B.1.1.420	 Thies 
EPI_ISL_1827918	2020-08-07	2021-05-03	Africa / Senegal / Thies / DS Tivaouane	20A	B.1.416	 Thies 
EPI_ISL_1827919	2020-08-24	2021-05-03	Africa / Senegal / Thies / DS Mbour	20A	B.1.416	 Thies 
EPI_ISL_1827922	2020-12-23	2021-05-03	Africa / Senegal / Thies / DS Thies	20G	B.1.2	 Thies 
EPI_ISL_1827923	2020-12-23	2021-05-03	Africa / Senegal / Thies / DS Thies	20A	B.1.596	 Thies 
EPI_ISL_418217	2020-03-13	2020-03-29	Africa / Senegal / Thies / Mbour	20A	B.1	 Thies 
EPI_ISL_420071	2020-03-17	2020-04-04	Africa / Senegal / Thies / Mbour	20C	B.1	 Thies 
EPI_ISL_420072	2020-03-18	2020-04-04	Africa / Senegal / Thies / Mbour	20C	B.1	 Thies 
EPI_ISL_420079	2020-03-20	2020-04-04	Africa / Senegal / Thies / Mbour	20C	B.1	 Thies 
EPI_ISL_8525449	2020-03-21	2022-01-10	Africa / Senegal / Ziguinchor	20C	B.1	 Ziguinchor
EPI_ISL_8525453	2020-03-22	2022-01-10	Africa / Senegal / Ziguinchor	20C	B.1	 Ziguinchor
